,Location
4943,Nyari
4944,Karen
4945,kilimani
4946,Peponi road
4947,Westlands Area
4948,Lavington
4949,Rhapta road
4950,Muthaiga
4951,Parklands Road
4952,Westlands Area
4953,Runda Paradise
4955,Lavington
4956,Spring Valley
4958,kilimani
4959,Karen
4960,Thika Road
4961,Kilimani
4963,Muthaiga
4964,Riverside drive
4965,Lavington
4966,Mombasa Road
4967,Kileleshwa
4968,Muthaiga
4969,Kiambu Road
4970,lavington
4971,Lavington
4972,Westlands Area
4973,Runda
4974,Upper Hill
4975,Kileleshwa
4976,Ngong road
4977,Riverside Drive
4978,Westlands Area
4979,kileleshwa
4980,Kyuna
4981,Lavington
4982,Karen
4983,Westlands
4984,Kilimani
4985,Westlands Area
4986,Westlands Area
4987,Lower Kabete
4988,Lavington
4989,Rosslyn
4990,kilimani
4991,Kileleshwa
4992,Kilimani
4993,School grove
4994,General Mathenge
4995,Kilimani rd
4996,Rosslyn
4997,Paradise lost road
4998,MATUNDU LANE
4999,Nyari
5000,Kitisuru
5002,Ruaka Rd
5003,Kileleshwa
5004,Karen
5005,Muthaiga
5006,Kilimani
5007,Spring Valley
5008,Riverside
5009,Ngong Road
5010,Rahpta road
5012,Kilimani
5013,Riverside
5014,Ruaka Road.
5015,Kiambu Road
5016,Kitisuru
5017,Brookside gardens
5018,Thika Road
5019,Kilimani
5020,Safari Park | USIU
5021,Karen
5022,Parklands
5023,Miotoni road
5024,Riverside
5025,Mombasa Road
5026,Lavington
5027,kilimani
5028,Ngong Road
5029,Runda
5030,Donholm
5031,Lavington
5032,Lower kabete road
5033,Kilimani
5034,Westlands Area
5035,Karen
5036,Karen
5037,State house area
5038,Spring Valley
5039,Nyari
5040,Rhapta Road
5041,Kilimani
5042,KIAMBU ROAD
5043,Riverside drive
5045,Lavington
5047,Kilimani
5048,Kilimani
5049,Spring valley
5050,city park drive
5051,Karen Hardy
5052,Kileleshwa
5053,Kileleshwa
5054,Runda
5055,Baba Dogo
5056,Westland
5057,Westlands Area
5058,kileleshwa
5059,Chalbi Road
5060,Panafric Avenue
5061,Westlands
5063,Mimosa
5064,Karen
5065,Lavington
5066,Runda
5067,mutero road
5068,Lavington
5069,Lower Kabete
5070,Glory Road
5071,Laikipia rd
5072,Spring Valley
5073,Kileleshwa
5074,Karen
5075,Nabro Towers Shop Ngara
5076,General mathenge drive
5077,KILELESHWA
5078,Waiyaki Way
5079,Runda
5080,Kiambu Road
5081,Lavington
5082,Lang&#39;ata road
5083,Westlands Area
5084,Embakasi
5085,Runda
5086,Westlands Area
5087,Brookside Dr
5088,Westlands Road
5089,Westlands Area
5090,Peponi Rd
5091,Kilimani
5093,Nairobi
5094,Runda
5095,Old Muthaiga
5096,Waiyaki Way
5097,Westlands Area
5098,Riverside
5099,kilimani
5100,Muthangari drive
5101,Kilimani
5102,Lavington Green
5103,Westlands Area
5104,Runda
5105,Kileleshwa
5106,Fair acres
5107,Kiambu Road
5108,Runda paradise
5109,Kilimani
5110,Kilimani
5111,Lavington
5112,Kiambu road
5113,Enterprise Road
5114,Nyari estate
5115,Kiambu Road
5116,Westlands Area
5117,Kitisuru
5118,Westlands Area
5119,Lavington
5120,Spring Valley
5121,Riverside
5122,Brookside
5123,Lavington
5124,Kitisuru
5125,Lavington
5126,Kilimani
5127,Lavington Green
5128,kitisuru
5129,lavington
5130,General Mathenge
5131,Runda
5132,Kileleshwa
5133,Kiambu Road
5134,Kileleshwa
5135,Kitisuru
5136,Runda
5137,Westlands Area
5138,Kilimani
5139,Thika Road
5140,Westlands Area
5141,Gigiri Nairobi
5142,Runda
5143,Rosslyn
5144,Off Mara Road
5145,Mombasa Road
5146,gigiri
5147,Peponi Road
5148,Bomas of kenya
5149,Lavington
5150,Rhapta rd
5151,Windyridge
5152,Peponi road
5153,Mombasa Road
5154,Runda
5155,Kileleshwa
5156,Westlands Area
5157,Kileleshwa
5158,Thika Road
5159,Kileleshwa
5160,Karen Brooks
5162,Westlands Area
5164,Runda
5165,Rhapta Road
5166,Kilimani
5167,Lavington
5168,Lavington
5169,Loresho
5170,Westlands
5171,Rhapta road
5172,Off Church road
5173,Kilimani
5174,Muthaiga
5175,Raphta
5176,Kileleshwa
5177,Peponi
5178,Spring Valley
5179,Westlands Area
5180,City Park
5181,Spring Valley
5182,Lavington
5183,Runda
5184,Muthaiga
5185,Kilimani
5186,Runda
5187,Kilimani
5188,Kiambu Road
5189,Near Yaya Center
5190,Lavington
5191,Karen ushirika road
5192,Brookside
5193,Lavington
5194,Lavington area
5195,Karen
5196,Lavington
5197,Off kiambu road
5198,Riverside
5199,Kileleshwa
5200,Loresho
5201,Kiambu Road
5202,Riverside
5203,Kilimani
5204,Karen
5205,Lavington
5206,Westlands Area
5207,Mombasa Road
5208,Nyari
5209,Westlands Area
5210,Karen
5211,Kileleshwa
5212,GENERAL MATHENGE
5213,Karen
5215,Lavington
5216,Kilimani
5218,Kileleshwa
5219,Westlands Area
5220,Westlands Area
5221,lavington
5222,Gitanga Road
5223,Mirema
5224,kilimani
5225,Lavington
5226,lower kabete
5227,Westlands Area
5228,Waiyaki Way
5229,Karen Road
5230,Westlands Area
5231,Thika Road
5232,Kilimani
5233,Westlands Area
5234,Riverside
5235,kileleshwa
5236,Off UN Avenue
5237,Runda
5238,Runda
5239,Parklands
5240,School Lane
5241,Kiambu Road
5243,Bongani road
5244,Kilimani
5245,Muthithi road
5247,Kileleshwa
5248,Upper Hill
5249,Runda Nairobi
5250,Westlands Area
5251,Loresho
5252,Riverside
5253,Westlands Area
5254,Waiyaki Way
5255,Lavington
5256,Karen
5257,Rhapta Road
5258,Kiambu Rd
5259,Loresho
5260,Kilimani
5261,Kilimani
5262,Spring valley
5263,Runda drive
5264,Riverside
5265,Spring Valley
5266,Kilimani
5267,Ring Road
5268,Mountain view
5269,Industrial Area
5270,Riara road
5271,Riara Road
5272,Mombasa Road
5274,Ngong road
5275,Lavington
5276,Thika Road
5277,Lower Kabete
5279,Lower Kabete
5280,Ruaraka
5281,South B
5282,Ngong Road
5283,Lavington
5284,State house
5285,Riverside
5286,Runda
5287,Runda
5288,lavington
5289,Westlands Area
5291,state house estate
5292,Runda
5293,Westlands Area
5294,Runda
5295,Ruai
5296,Ruaraka
5297,Westlands Area
5298,Westlands Area
5299,Muthaiga
5300,Lavington
5301,Rosslyn
5302,Lavington Nairobi
5303,Loresho
5304,Westland
5305,Nyari
5306,Kileleshwa
5307,Kitale Lane
5308,Runda
5309,Nyari estate
5310,Muthaiga
5311,Westlands Area
5312,Lavington
5313,Runda
5314,Kilimani
5315,Riverside drive
5316,Hillcrest Rd
5317,Kilimani
5318,Kileleshwa
5319,Rosslyn
5320,Runda Paradise
5322,Industrial Area
5323,Kiambu road
5325,Runda
5326,Westlands Area
5327,Westlands Area
5328,Rhapta rd
5329,Brookside garden
5330,Gigiri
5331,Industrial Area
5332,Runda
5333,Kephis
5334,Rosslyn
5335,Kilimani
5336,Lavington Green
5338,Kitisuru Road
5339,Kileleshwa
5340,Loresho
5341,Lavington
5342,Runda
5343,Westlands Area
5344,Lavington
5345,Rosslyn
5346,Siaya Road
5348,Vanga rd
5349,Waiyaki Way
5350,Westlands Area
5351,Kilimani
5352,Runda
5353,Mwitu road
5354,Karen
5355,Camelia close
5356,Westlands Area
5357,Kilimani
5358,Windsor
5359,Kilimani
5361,Runda
5362,Isk back rd
5364,Upper Hill
5365,Riverside Dr
5366,Garden estate
5367,Runda
5368,Lavington
5369,Runda
5370,Kitisuru
5371,Rhapta road
5372,Riverside
5373,Opposite Safaricom
5374,Buruburu
5375,Kiambu Road
5376,Brookside
5377,Peponi
5378,Lavington
5379,Kileleshwa
5380,Karen
5381,Lavington
5382,Kyuna
5383,Old Muthaiga
5384,Mimosa drive
5385,Industrial Area
5387,Kilimani
5388,Westlands Area
5389,kileleshwa
5390,Muteero Road
5391,Kyuna
5392,Lenana Road
5393,Kileleshwa
5394,Karen
5395,Karen
5396,Muthaiga
5397,Lavington
5398,Kiambu road
5399,Arqwing khodek
5400,Kilimani
5401,Mandera road
5402,Nairobi CBD
5403,Mombasa Road
5404,Kolobot drive
5405,Kilimani
5406,Lavington
5407,Westlands Area
5408,Mountain view
5410,kitisuru
5411,Kcb estate
5412,Moi Avenue
5413,Kiambu Road
5414,Rhapta Rd
5415,Lower Kabete road
5416,Lavington
5417,Westlands Area
5418,Kiambu road
5419,kileleshwa
5420,Kyuna
5421,Lavington
5422,General Mathenge
5423,Karen
5425,Langata
5426,lavington
5427,Riverside
5428,Kilimani
5429,Runda
5430,Karen Langata south road
5431,Peponi road
5432,Close to Valley Arcade
5433,2
5434,kileleshwa
5435,Two Rivers
5436,Runda
5437,Loita St.
5438,Runda
5439,Mpaka Road
5440,Rosslyn
5441,General Mathenge
5442,Kitisuru
5443,Runda
5444,Kileleshwa
5445,Eldama ravine
5446,Runda
5447,Runda
5448,Lavington
5449,riverside
5450,Runda
5451,kilimani
5454,Riverside
5456,Upper Hill
5457,Kindaruma Road
5458,Kitisuru
5459,Riverside
5460,Kileleshwa
5461,Kilimani
5462,Kiambu Road
5463,Thigiri
5465,westlands
5466,Brookside drive
5467,Mombasa Road
5468,Kiambu Road
5469,Westlands Area
5470,miotoni road
5471,Kilimani
5472,Industrial Area
5473,Karen
5474,Community
5475,Kitisuru
5476,Riverside
5477,westlands
5478,Woodvale groove
5479,General Mathenge
5480,Kyuna
5481,Kileleshwa
5482,Runda
5483,Dennis Prit Road
5485,Mombasa Road
5486,Loresho
5487,Westlands Area
5488,Kilimani
5489,Lavington
5490,Loresho
5491,Ngong Road
5492,meadows
5493,Runda
5494,Spring Valley
5495,Kileleshwa
5496,Runda
5497,Thigiri
5498,Kileleshwa
5499,Brookside
5500,MUTHANGARI DRIVE
5501,Total Petrol station
5502,The Hub
5503,Muthaiga
5504,Bomas of kenya
5505,Muthaiga
5507,Runda
5508,Kitisuru
5509,Parliament Road
5510,Kitisuru
5511,Gatundu Road
5512,Thika Road - Kasarani - Sarani Gardens
5514,Off UN Avenue
5515,Westlands Area
5516,Runda
5517,Spring valley
5518,Westlands Area
5519,Dagoretti Road
5520,Westlands Area
5521,Rosslyn
5522,Wood Avenue
5523,Muthaiga
5524,westland
5525,Westlands Area
5526,Parklands
5527,Waiyaki way
5528,Kyuna
5530,Nyari
5531,Parklands
5532,Ngara rd
5533,Fourways
5534,Westlands Area
5535,Kileleshwa
5536,Runda
5537,Runda
5538,westlands
5539,Muhoho Avenue
5540,kileleshwa
5541,Westlands Area
5544,Waiyaki way
5545,Kiambu road
5546,Riverside
5547,Kiambu Road
5548,Kilimani
5549,kilimani
5550,Nyari central Nairobi
5551,Westlands Area
5552,Westlands Area
5553,Runda Paradise
5555,Runda
5556,Muthaiga
5557,kilimani
5558,Kilimani
5559,Runda
5560,Karen
5561,Kileleshwa
5562,Lavington
5563,Chiromo road
5564,Kabarseran rd
5565,Kileleshwa
5566,Upper Hill
5567,Runda Paradise
5568,Riverside
5569,Riverside
5571,Lavington
5572,Near Kasuku Center
5573,General mathenge
5575,Karen Hardy
5576,Lavington
5577,Karen Hardy
5578,Upperhill Commercial District
5579,Spring Valley
5580,Kiambu road
5581,General Mathenge
5582,Lavington
5583,Loresho
5584,Runda
5585,Kiambu Road
5586,Thigiri
5587,Pepo I road
5588,Muthangari Dr
5589,Lavington
5590,Westlands Area
5591,Runda
5592,Runda
5593,Chalbi Drive
5594,Kileleshwa
5596,Kilimani
5597,Westlands Area
5598,Runda
5599,General Mathenge
5600,Runda
5601,Runda
5602,kileleshwa
5603,Kilimani
5605,Loresho
5606,riverside
5607,KANDARA ROAD
5608,Industrial Area
5609,Muthaiga
5610,Ndemi rd
5611,Riverside Drive
5612,Kilimani
5613,Runda
5615,Parklands
5616,Lavington
5617,Runda
5618,Lake view
5619,Muthithi Road
5620,General Mathenge
5621,Kilimani
5622,kileleshwa
5623,Karen
5624,Bomas of Kenya
5625,Mukoma
5626,Lavington
5627,Runda
5628,Riverside
5629,Muthaiga
5630,Westlands Area
5631,Woodvale Close
5632,Kileleshwa
5633,Mama Ngina Street
5634,Mara Road
5635,James Gichuru
5636,Rhapta Road
5637,Bomas of Kenya
5638,Near Koinange Street
5639,Chiromo Road
5640,Jogoo Road
5641,Karen
5642,Ngong Road
5643,Thika Road
5644,Ngong Road
5645,Industrial Area
5646,Lavington
5647,Embakasi
5648,Westlands Area
5649,Parklands
5650,Woodvale Close
5651,kileleshwa
5652,Mombasa Road
5653,BISHOP ROAD
5654,Kilimani
5655,Loresho
5656,Kilimani
5657,Mombasa Road
5658,Hurlingham
5659,riara road
5660,Ngara
5661,Mombasa Road
5662,Embakasi
5663,Gigiri
5664,Karen
5665,kilimanjaro road
5666,Ruaraka
5667,Karen
5668,Westlands Area
5669,Waiyaki Way
5670,Rosslyn
5671,Ruaraka
5672,Mombasa Road
5673,Dagoretti road
5674,Moi Avenue
5675,Nairobi Town
5676,mai mahiu road
5677,Riverside
5678,Lenana Road
5679,Rhapta Road
5680,Ngong Road
5681,Gigiri
5682,Off Dagoretti Rd
5683,Upper Hill
5684,Lavington
5685,Mombasa Road
5686,USIU road
5687,Rhapta Road
5688,Denis Pritt
5689,Chambers Road
5690,Mombasa Road
5692,Kilimani
5693,Upper Hill
5694,Dunga Road
5698,Westlands
5699,Lavington
5700,Opposite Kist
5702,Argwings-Kodhek Road
5703,Muthaiga
5704,Westlands Area
5705,Chania Avenue
5706,Industrial Area
5707,Westlands
5708,Kilimani Road
5709,Karen
5710,Ruaraka
5711,Hurlingham
5712,Karen
5713,Lavington
5714,Kiambu Road
5716,Mombasa Road
5718,Brookside
5719,Kilimani
5720,dagoretti rd
5721,Nairobi CBD
5722,Rhapta Road
5723,Ngong Road
5724,Riverside
5725,Ruaraka
5726,Lavington
5727,Westlands Area
5730,Mombasa Road
5731,Westlands Area
5732,Kilimani
5733,Karen
5734,Parklands
5735,Industrial Area
5736,Hurlingham
5737,Ruaraka
5738,Karen
5739,Laikipia rd
5740,Lavington
5741,Karen
5742,Lavington
5743,Industrial Area
5744,Road C
5745,Kiambu Road
5746,Karen
5747,Westlands Area
5748,Oliotoktok Road
5750,Redhill
5751,Kilimani
5752,Karen
5753,Lavington
5754,Hatheru
5755,Upper Hill
5756,Ragati Rd
5757,Parklands
5758,Nyamakima
5759,Bagathi ridge
5760,upperhill road
5761,Parklands
5762,Thika Road
5763,Karen
5764,Karen
5766,Imara Daima
5767,Kilimani
5768,Airport North road
14,
17,
31,
37,
38,
65,
117,
123,
175,
192,
197,
198,
204,
230,
233,
243,
267,
294,
319,
341,
351,
352,
365,
382,
409,
424,
428,
434,
477,
483,
513,
525,
531,
550,
569,
575,
583,
589,
606,
618,
622,
626,
645,
649,
652,
656,
659,
663,
686,
687,
688,
702,
717,
719,
747,
765,
773,
775,
783,
792,
808,
831,
847,
850,
866,
889,
893,
902,
910,
925,
955,
965,
973,
995,
1001,
1019,
1023,
1046,
1055,
1058,
1071,
1076,
1089,
1106,
1124,
1140,
1161,
1169,
1179,
1204,
1205,
1229,
1239,
1262,
1266,
1290,
1295,
1308,
1326,
1345,
1353,
1367,
1369,
1392,
1411,
1456,
1514,
1527,
1551,
1565,
1576,
1612,
1647,
1657,
1693,
1694,
1712,
1716,
1718,
1736,
1740,
1754,
1757,
1762,
1770,
1787,
1805,
1829,
1830,
1833,
1834,
1842,
1845,
1848,
1855,
1864,
1891,
1896,
1907,
1918,
1927,
1936,
1959,
1976,
1978,
1983,
2005,
2039,
2064,
2065,
2077,
2081,
2097,
2107,
2115,
2133,
2148,
2164,
2165,
2171,
2174,
2186,
2214,
2215,
2220,
2250,
2253,
2256,
2262,
2265,
2279,
2287,
2292,
2296,
2303,
2314,
2325,
2335,
2371,
2375,
2378,
2385,
2394,
2399,
2408,
2410,
2416,
2426,
2428,
2429,
2434,
2456,
2460,
2491,
2498,
2525,
2572,
2608,
2625,
2627,
2650,
2651,
2665,
2666,
2672,
2697,
2742,
2746,
2748,
2758,
2797,
2854,
2864,
2865,
2868,
2878,
2904,
2908,
2929,
2940,
2957,
2959,
2965,
2966,
2975,
3016,
3018,
3020,
3029,
3039,
3065,
3071,
3081,
3094,
3115,
3136,
3137,
3142,
3150,
3152,
3157,
3167,
3179,
3180,
3214,
3246,
3269,
3285,
3296,
3318,
3333,
3335,
3341,
3367,
3405,
3456,
3457,
3459,
3462,
3464,
3536,
3540,
3552,
3559,
3568,
3596,
3608,
3615,
3626,
3662,
3676,
3686,
3736,
3748,
3750,
3762,
3774,
3775,
3783,
3794,
3797,
3808,
3837,
3852,
3859,
3861,
3868,
3890,
3903,
3908,
3950,
3972,
3973,
4027,
4067,
4076,
4083,
4089,
4104,
4120,
4129,
4153,
4187,
4199,
4209,
4213,
4223,
4273,
4274,
4289,
4293,
4314,
4333,
4342,
4356,
4365,
4366,
4368,
4371,
4373,
4379,
4403,
4407,
4428,
4429,
4444,
4463,
4474,
4477,
4482,
4497,
4507,
4511,
4519,
4525,
4526,
4543,
4563,
4574,
4596,
4597,
4608,
4610,
4629,
4634,
4640,
4659,
4685,
4686,
4701,
4708,
4731,
4742,
4776,
4788,
4790,
4806,
4826,
4831,
4847,
4852,
4854,
4880,
4893,
4925,
4930,
4936,
4937,
4954,
4957,
4962,
5001,
5011,
5044,
5046,
5062,
5092,
5161,
5163,
5214,
5217,
5242,
5246,
5273,
5278,
5290,
5321,
5324,
5337,
