,Location
5605,Kilimani
5606,Industrial
5607,Ruaraka
5608,Thika
5609,Kileleshwa
5610,Windy
5611,Westlands
5612,Runda
5613,Runda
5615,Westlands
5616,General
5617,Parklands
5618,Karen
5619,Lavington
5620,Kileleshwa
5621,Rhapta
5622,Kitisuru
5623,Kileleshwa
5624,Lower
5625,Westlands
5626,Riverside
5627,Lavington
5628,Near
5629,Kiambu
5630,Mombasa
5631,Nyari
5632,Hatheru
5633,Karen
5634,Convent
5635,Two
5636,Runda
5637,Lavington
5638,Westlands
5639,Lower
5640,Parklands
5641,Kiambu
5642,Kileleshwa
5643,Runda
5644,Loresho
5645,Spring
5646,Thika
5647,Riverside
5648,Kilimani
5649,N/a
5650,Kileleshwa
5651,Brookside
5652,Rosslyn
5653,Kitisuru
5654,Westlands
5655,Runda
5656,Parklands
5657,Westlands
5658,Westlands
5659,Kileleshwa
5660,Bomas
5661,Muthaiga
5662,Kileleshwa
5663,Near
5664,Kilimani
5665,Kileleshwa
5666,Lavington
5667,Kitisuru
5668,Kitisuru
5669,Windsor
5670,Kilimani
5671,Kiambu
5672,Westlands
5673,Runda
5674,Lower
5675,Westlands
5676,Karen
5677,Runda
5678,Kilimani
5679,Gigiri
5680,Westlands
5681,Muthaiga
5682,Kitisuru
5683,Miotoni
5684,Thika
5685,Lower
5686,Kileleshwa
5687,Muthaiga
5688,Kileleshwa
5689,Lavington
5690,Kitisuru
5692,Riverside
5693,Lower
5694,Panafric
5698,Runda
5699,Lavington
5700,Mombasa
5702,Loresho
5703,Kilimani
5704,Lavington
5705,Karen
5706,Waiyaki
5707,Westlands
5708,Kileleshwa
5709,Runda
5710,Lower
5711,Westlands
5712,Hillcrest
5713,Kiambu
5714,Runda
5716,Siaya
5718,Karen
5719,Kolobot
5720,Mpaka
5721,General
5722,Kileleshwa
5723,Meadows
5724,Runda
5725,Riverside
5726,Mukoma
5727,Riverside
5730,Lavington
5731,Chambers
5732,Industrial
5733,Karen
5734,Road
5735,Nyamakima
5736,Hurlingham
5737,Ruaraka
5738,Karen
5739,Laikipia rd
5740,Lavington
5741,Karen
5742,Lavington
5743,Industrial area
5744,Road c
5745,Kiambu road
5746,Karen
5747,Westlands area
5748,Oliotoktok road
5750,Redhill
5751,Kilimani
5752,Karen
5753,Lavington
5754,Hatheru
5755,Upper hill
5756,Ragati rd
5757,Parklands
5758,Nyamakima
5759,Bagathi ridge
5760,Upperhill road
5761,Parklands
5762,Thika road
5763,Karen
5764,Karen
5766,Imara daima
5767,Kilimani
5768,Airport north road
14,Riverside
17,Westlands
31,Lake
37,Rhapta
38,Riverside
65,Runda
117,Kilimani
123,Near
175,Westlands
192,Parklands
197,Kitisuru
198,Lavington
204,Lavington
230,Kilimani
233,Mimosa
243,Rosslyn
267,Near
294,Runda
319,Runda
341,Silanga
351,Kilimani
352,Kiambu
365,Near
382,Lavington
409,Milimani
424,Rossyln
428,Lavington
434,Kiambu
477,Kilimani
483,Runda
513,Riverside
525,Gigiri
531,Westlands
550,Runda
569,Kileleshwa
575,Kilimani
583,Lavington
589,Upper
606,Shanzu
618,Runda
622,Nyari
626,Lavington
645,Runda
649,Lavington
652,Riverside
656,Kileleshwa
659,Karen
663,Kiambu
686,Industrial
687,Kabarnet
688,Kilimani
702,Lavington
717,Lavington
719,General
747,Parklands
765,Karen
773,Rosslyn
775,Loresho
783,Riverside
792,General
808,Loresho
831,Brookside
847,Kilimani
850,Nyari
866,Lavington
889,Kiambu
893,Kileleshwa
902,Parklands
910,Oledume
925,Muthaiga
955,Westlands
965,Eldama
973,Ngara
995,Kileleshwa
1001,Harambee
1019,Kilimani
1023,St
1046,Karen
1055,Kilimani
1058,Spring
1071,Westlands
1076,Riverside
1089,Kitisuru
1106,Kiambu
1124,Spring
1140,Old
1161,Runda
1169,Peponi
1179,Kiambu
1204,Westlands
1205,Westlands
1229,State
1239,Westlands
1262,Brookside
1266,Kileleshwa
1290,Lavington
1295,Kileleshwa
1308,Kilimani
1326,Mombasa
1345,Spring
1353,Kilimani
1367,Rhapta
1369,Kilimani
1392,Westlands
1411,Rhapta
1456,Runda
1514,Kiambu
1527,Karen
1551,Kileleshwa
1565,Waiyaki
1576,Muthaiga
1612,Runda
1647,Muthaiga
1657,Westlands
1693,Thika
1694,Kileleshwa
1712,Brookside
1716,Lavington
1718,Spring
1736,Westlands
1740,Kiambu
1754,Lavington
1757,Kitusuru
1762,Runda
1770,Runda
1787,Lavington
1805,Lavington
1829,General
1830,Kilimani
1833,Kiambu
1834,Spring
1842,Kileleshwa
1845,Kilimani
1848,Karen
1855,Mombasa
1864,Kilimani
1891,Westlands
1896,Mombasa
1907,Garden
1918,Westlands
1927,Spring
1936,Ridgeways
1959,Maziwa
1976,Kileleshwa
1978,Kiambu
1983,Rhapta
2005,Spring
2039,Riverside
2064,Karen
2065,Lavington
2077,Runda
2081,Kilimani
2097,Kilimani
2107,Old
2115,Nyari
2133,General
2148,Westlands
2164,Lavington
2165,Gigiri
2171,Runda
2174,Brookside
2186,Runda
2214,Statehouse
2215,Karen
2220,Kilimani
2250,Lavington
2253,Lower
2256,Ojijo
2262,Riverside
2265,Victoria
2279,Runda
2287,Gigiri
2292,Miotoni
2296,Riverside
2303,Rhapta
2314,Thigiri
2325,Parklands
2335,Riverside
2371,Muthaiga
2375,Lavington
2378,Panafric
2385,Rosslyn
2394,Kileleshwa
2399,Kileleshwa
2408,Lavington
2410,1127k
2416,Runda
2426,Gigiri
2428,Kileleshwa
2429,Thigiri
2434,Kilimani
2456,Lavington
2460,Brookside
2491,Bagathi
2498,Lavington
2525,Riverside
2572,Runda
2608,Runda
2625,Gigiri
2627,Kilimani
2650,Spring
2651,Kileleshwa
2665,Loresho
2666,Off
2672,Kilimani
2697,Rosslyn
2742,Riverside
2746,Riverside
2748,City
2758,Lavington
2797,Brookside
2854,Riverside
2864,Whispers
2865,Kileleshwa
2868,Mzima
2878,Kcb
2904,Riverside
2908,Spring
2929,Riverside
2940,Riverside
2957,Karen
2959,Kitisuru
2965,Garden
2966,Runda
2975,Lower
3016,Westlands
3018,Kileleshwa
3020,Kiambu
3029,Kilimani
3039,Waiyaki
3065,Westlands
3071,Runda
3081,Dennis
3094,Karura
3115,General
3136,Spring
3137,Kileleshwa
3142,General
3150,Riverside
3152,Runda
3157,Riverside
3167,Rosslyn
3179,Riverside
3180,Brookside
3214,Lavington
3246,Lavington
3269,Kitisuru
3285,Spring
3296,Valley
3318,Runda
3333,Lavington
3335,Lavington
3341,Lavington
3367,Lavington
3405,Spring
3456,Muthangari
3457,Off
3459,Bomas
3462,Kilimani
3464,Industrial
3536,Ruaraka
3540,Thika
3552,Kileleshwa
3559,Windy
3568,Westlands
3596,Runda
3608,Runda
3615,Lavington
3626,Westlands
3662,General
3676,Parklands
3686,Karen
3736,Lavington
3748,Kileleshwa
3750,Rhapta
3762,Kitisuru
3774,Kileleshwa
3775,Lower
3783,Westlands
3794,Riverside
3797,Lavington
3808,Near
3837,Kiambu
3852,Mombasa
3859,Nyari
3861,Hatheru
3868,Karen
3890,Convent
3903,Two
3908,Runda
3950,Lavington
3972,Westlands
3973,Lower
4027,Parklands
4067,Kiambu
4076,Kileleshwa
4083,Runda
4089,Loresho
4104,Spring
4120,Thika
4129,Riverside
4153,Kilimani
4187,N/a
4199,Kileleshwa
4209,Brookside
4213,Rosslyn
4223,Kitisuru
4273,Westlands
4274,Runda
4289,Parklands
4293,Westlands
4314,Westlands
4333,Kileleshwa
4342,Bomas
4356,Muthaiga
4365,Kileleshwa
4366,Near
4368,Kilimani
4371,Kileleshwa
4373,Lavington
4379,Kitisuru
4403,Kitisuru
4407,Windsor
4428,Kilimani
4429,Kiambu
4444,Westlands
4463,Runda
4474,Lower
4477,Westlands
4482,Karen
4497,Runda
4507,Kilimani
4511,Gigiri
4519,Westlands
4525,Muthaiga
4526,Kitisuru
4543,Miotoni
4563,Thika
4574,Lower
4596,Kileleshwa
4597,Muthaiga
4608,Kileleshwa
4610,Lavington
4629,Kitisuru
4634,Kilimani
4640,Riverside
4659,Lower
4685,Panafric
4686,Westlands
4701,Kileleshwa
4708,Embakasi
4731,Runda
4742,Lavington
4776,Mombasa
4788,Lavington
4790,Loresho
4806,Kilimani
4826,Lavington
4831,Karen
4847,Waiyaki
4852,Westlands
4854,Kileleshwa
4880,Runda
4893,Lower
4925,Westlands
4930,Hillcrest
4936,Kiambu
4937,Runda
4954,Westlands
4957,Siaya
4962,Runda
5001,Karen
5011,Kolobot
5044,Mpaka
5046,General
5062,Kileleshwa
5092,Meadows
5161,Runda
5163,Riverside
5214,Mukoma
5217,Riverside
5242,Bishop
5246,Mombasa
5273,Lavington
5278,Chambers
5290,Industrial
5321,Karen
5324,Road
5337,Nyamakima
5347,Riverside
5360,Kilimani
5363,Near
5386,Runda
5409,Kilimani
5424,Karen
5452,Runda
5453,Kiambu
5455,Kileleshwa
5464,Lavington
5484,Mombasa
5506,Runda
5513,Lower
5529,Kileleshwa
5542,Riverside
5543,Runda
5554,Riverside
5570,Runda
5574,Kiambu
5595,Valley
5604,Bomas
5614,Lavington
5691,Kilimani
5695,Westlands
5696,Kileleshwa
5697,Embakasi
5701,Lavington
5715,Westlands
5717,Runda
5728,Bishop
5729,Mombasa
